Timestamp,SourceNode,ContactedNode
Mon Jan 08 06:35:41 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23
Mon Jan 08 06:35:46 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB
Mon Jan 08 06:35:57 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D
Mon Jan 08 06:36:00 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23
Mon Jan 08 06:36:04 GMT+01:00 2024,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B
Mon Jan 08 06:36:07 GMT+01:00 2024,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B
Mon Jan 08 06:36:35 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D
Mon Jan 08 06:36:41 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB
Mon Jan 08 06:37:05 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D
Mon Jan 08 06:37:12 GMT+01:00 2024,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B
Mon Jan 08 06:37:29 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23
Mon Jan 08 06:37:33 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB
Mon Jan 08 06:37:34 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D
Mon Jan 08 06:37:49 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D
Mon Jan 08 06:37:50 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB
Mon Jan 08 06:38:13 GMT+01:00 2024,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B
Mon Jan 08 06:38:14 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB
Mon Jan 08 06:38:17 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D
Mon Jan 08 06:38:25 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23
Mon Jan 08 06:39:44 GMT+01:00 2024,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B
Mon Jan 08 06:39:56 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23
Mon Jan 08 06:39:57 GMT+01:00 2024,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B
Mon Jan 08 06:40:20 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23
Mon Jan 08 06:41:42 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23
Mon Jan 08 06:41:56 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23
Mon Jan 08 06:42:09 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23
Mon Jan 08 06:42:34 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB
Mon Jan 08 06:42:44 GMT+01:00 2024,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B
Mon Jan 08 06:44:09 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23
Mon Jan 08 06:44:09 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB
Mon Jan 08 06:45:26 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23
Mon Jan 08 06:45:52 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23
Mon Jan 08 06:45:57 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB
Mon Jan 08 06:48:25 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB
Mon Jan 08 06:48:39 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D
Mon Jan 08 06:49:19 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB
Mon Jan 08 06:49:59 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23
Mon Jan 08 06:50:05 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23
Mon Jan 08 06:50:19 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D
Mon Jan 08 06:50:43 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D
Mon Jan 08 06:50:45 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB
Mon Jan 08 06:50:55 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23
