Timestamp,SourceNode,ContactedNode,ContactLength
Mon Jan 08 06:35:58 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,16349
Mon Jan 08 06:36:00 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,13765
Mon Jan 08 06:36:00 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D,3459
Mon Jan 08 06:36:05 GMT+01:00 2024,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B,950
Mon Jan 08 06:36:15 GMT+01:00 2024,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B,7531
Mon Jan 08 06:36:34 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,34614
Mon Jan 08 06:36:58 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D,3
Mon Jan 08 06:36:58 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D,23556
Mon Jan 08 06:37:20 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,39075
Mon Jan 08 06:37:29 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D,23675
Mon Jan 08 06:37:29 GMT+01:00 2024,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B,17192
Mon Jan 08 06:37:35 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,6
Mon Jan 08 06:37:36 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,7135
Mon Jan 08 06:37:38 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D,3917
Mon Jan 08 06:37:44 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,2
Mon Jan 08 06:37:45 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,12241
Mon Jan 08 06:37:52 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,1957
Mon Jan 08 06:37:54 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D,5373
Mon Jan 08 06:38:14 GMT+01:00 2024,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B,1191
Mon Jan 08 06:39:42 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,77093
Mon Jan 08 06:39:48 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,93885
Mon Jan 08 06:39:55 GMT+01:00 2024,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B,10254
Mon Jan 08 06:40:06 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,10250
Mon Jan 08 06:40:16 GMT+01:00 2024,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B,19973
Mon Jan 08 06:40:30 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,10262
Mon Jan 08 06:41:53 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,10248
Mon Jan 08 06:42:06 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,10246
Mon Jan 08 06:42:19 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,10250
Mon Jan 08 06:42:44 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,10252
Mon Jan 08 06:42:54 GMT+01:00 2024,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B,10895
Mon Jan 08 06:44:19 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,10251
Mon Jan 08 06:44:48 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,39141
Mon Jan 08 06:45:50 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,24010
Mon Jan 08 06:46:14 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,22004
Mon Jan 08 06:46:37 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,40448
Mon Jan 08 06:48:15 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D,597639
Mon Jan 08 06:48:41 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,15467
Mon Jan 08 06:48:45 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D,5693
Mon Jan 08 06:49:22 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,2921
Mon Jan 08 06:50:01 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,1809
Mon Jan 08 06:50:10 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,4552
Mon Jan 08 06:50:19 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D,6
Mon Jan 08 06:50:43 GMT+01:00 2024,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D,11
Mon Jan 08 06:50:49 GMT+01:00 2024,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,4448
Mon Jan 08 06:51:00 GMT+01:00 2024,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23,5465
