Timestamp,SourceNode,ContactedNode,ContactLength
Mon Jan 08 05:44:23 GMT+01:00 2024,20:34:FB:ED:94:5D,0C:C6:FD:1E:63:2B,686
Mon Jan 08 05:44:41 GMT+01:00 2024,20:34:FB:ED:94:5D,0C:C6:FD:1E:63:2B,6150
Mon Jan 08 05:44:48 GMT+01:00 2024,20:34:FB:ED:94:5D,F4:60:E2:DB:73:29,18851
Mon Jan 08 05:44:48 GMT+01:00 2024,20:34:FB:ED:94:5D,F4:60:E2:DB:73:29,24793
Mon Jan 08 05:44:52 GMT+01:00 2024,20:34:FB:ED:94:5D,0C:C6:FD:1E:63:2B,5222
Mon Jan 08 05:45:20 GMT+01:00 2024,20:34:FB:ED:94:5D,F4:CB:52:73:DD:23,26010
Mon Jan 08 05:45:49 GMT+01:00 2024,20:34:FB:ED:94:5D,0C:C6:FD:1E:63:2B,52810
Mon Jan 08 05:45:50 GMT+01:00 2024,20:34:FB:ED:94:5D,04:D1:3A:60:45:AB,52800
Mon Jan 08 05:45:57 GMT+01:00 2024,20:34:FB:ED:94:5D,F4:60:E2:DB:73:29,53107
Mon Jan 08 05:46:06 GMT+01:00 2024,20:34:FB:ED:94:5D,F4:60:E2:DB:73:29,6214
Mon Jan 08 05:46:08 GMT+01:00 2024,20:34:FB:ED:94:5D,04:D1:3A:60:45:AB,7897
Mon Jan 08 05:46:13 GMT+01:00 2024,20:34:FB:ED:94:5D,F4:CB:52:73:DD:23,50146
Mon Jan 08 05:46:17 GMT+01:00 2024,20:34:FB:ED:94:5D,0C:C6:FD:1E:63:2B,7638
Mon Jan 08 05:46:20 GMT+01:00 2024,20:34:FB:ED:94:5D,04:D1:3A:60:45:AB,7441
Mon Jan 08 05:46:27 GMT+01:00 2024,20:34:FB:ED:94:5D,F4:60:E2:DB:73:29,11572
Mon Jan 08 05:46:54 GMT+01:00 2024,20:34:FB:ED:94:5D,04:D1:3A:60:45:AB,27009
Mon Jan 08 05:47:01 GMT+01:00 2024,20:34:FB:ED:94:5D,F4:60:E2:DB:73:29,30916
Mon Jan 08 05:47:01 GMT+01:00 2024,20:34:FB:ED:94:5D,0C:C6:FD:1E:63:2B,12929
Mon Jan 08 05:47:07 GMT+01:00 2024,20:34:FB:ED:94:5D,0C:C6:FD:1E:63:2B,4224
Mon Jan 08 05:47:15 GMT+01:00 2024,20:34:FB:ED:94:5D,F4:CB:52:73:DD:23,60502
Mon Jan 08 05:47:26 GMT+01:00 2024,20:34:FB:ED:94:5D,0C:C6:FD:1E:63:2B,5576
Mon Jan 08 05:47:27 GMT+01:00 2024,20:34:FB:ED:94:5D,F4:60:E2:DB:73:29,3598
Mon Jan 08 05:47:32 GMT+01:00 2024,20:34:FB:ED:94:5D,F4:CB:52:73:DD:23,11027
Mon Jan 08 05:47:39 GMT+01:00 2024,20:34:FB:ED:94:5D,0C:C6:FD:1E:63:2B,6118
Mon Jan 08 05:47:58 GMT+01:00 2024,20:34:FB:ED:94:5D,04:D1:3A:60:45:AB,18828
Mon Jan 08 05:47:58 GMT+01:00 2024,20:34:FB:ED:94:5D,F4:CB:52:73:DD:23,15557
