Timestamp,SourceNode,DestinationNode,PreviousHop,IdMessage,HopNumber,GeneratedDate
05:46:36,09:0B:A1:39:54:D8,20:0D:35:60:42:75,04:D1:3A:60:45:AB,2,1,Mon Jan 08 05:23:47 GMT+01:00 2024
05:46:36,04:D1:3A:60:45:AB,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,529667400,1,Mon Jan 08 05:45:11 GMT+01:00 2024
05:47:29,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B,04:D1:3A:60:45:AB,26869696001,2,Mon Jan 08 05:46:07 GMT+01:00 2024
05:47:29,F4:60:E2:DB:73:29,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,26869696000,2,Mon Jan 08 05:45:07 GMT+01:00 2024
05:47:29,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,04:D1:3A:60:45:AB,529667401,1,Mon Jan 08 05:46:11 GMT+01:00 2024
05:47:29,09:0B:A1:39:54:D8,20:0D:35:60:42:75,04:D1:3A:60:45:AB,2,2,Mon Jan 08 05:28:35 GMT+01:00 2024
05:50:36,20:34:FB:ED:94:5D,0C:C6:FD:1E:63:2B,04:D1:3A:60:45:AB,3541193700,2,Mon Jan 08 05:45:07 GMT+01:00 2024
05:50:36,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,04:D1:3A:60:45:AB,529667402,1,Mon Jan 08 05:47:11 GMT+01:00 2024
05:50:36,20:34:FB:ED:94:5D,04:D1:3A:60:45:AB,04:D1:3A:60:45:AB,3541193703,1,Mon Jan 08 05:48:07 GMT+01:00 2024
05:50:37,20:34:FB:ED:94:5D,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,3541193701,2,Mon Jan 08 05:46:07 GMT+01:00 2024
05:50:37,20:34:FB:ED:94:5D,0C:C6:FD:1E:63:2B,04:D1:3A:60:45:AB,3541193702,2,Mon Jan 08 05:47:07 GMT+01:00 2024
05:50:37,09:0B:A1:39:54:D8,20:0D:35:60:42:75,04:D1:3A:60:45:AB,2,2,Mon Jan 08 05:25:17 GMT+01:00 2024
05:50:37,04:D1:3A:60:45:AB,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,529667403,1,Mon Jan 08 05:48:11 GMT+01:00 2024
05:51:00,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,04:D1:3A:60:45:AB,529667405,1,Mon Jan 08 05:50:11 GMT+01:00 2024
05:51:50,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,04:D1:3A:60:45:AB,529667406,1,Mon Jan 08 05:51:11 GMT+01:00 2024
05:52:57,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,04:D1:3A:60:45:AB,529667407,1,Mon Jan 08 05:52:11 GMT+01:00 2024
05:56:54,20:34:FB:ED:94:5D,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D,35411937011,1,Mon Jan 08 05:56:07 GMT+01:00 2024
05:56:54,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,26869696004,2,Mon Jan 08 05:49:07 GMT+01:00 2024
05:56:54,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,20:34:FB:ED:94:5D,5296674010,2,Mon Jan 08 05:55:11 GMT+01:00 2024
05:56:54,20:34:FB:ED:94:5D,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,3541193704,1,Mon Jan 08 05:49:07 GMT+01:00 2024
05:56:54,20:34:FB:ED:94:5D,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D,3541193707,1,Mon Jan 08 05:52:07 GMT+01:00 2024
05:56:54,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D,20:34:FB:ED:94:5D,26869696006,1,Mon Jan 08 05:51:07 GMT+01:00 2024
05:56:54,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D,20:34:FB:ED:94:5D,268696960010,2,Mon Jan 08 05:55:07 GMT+01:00 2024
05:56:54,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D,20:34:FB:ED:94:5D,26869696008,1,Mon Jan 08 05:53:07 GMT+01:00 2024
