Timestamp,SourceNode,DestinationNode,PreviousHop,IdMessage,GeneratedDate
05:44:48,09:0B:A1:39:54:D8,20:0D:35:60:42:75, 20:34:FB:ED:94:5D, 2, Mon Jan 08 05:28:35 GMT+01:00 2024
05:44:48,09:0B:A1:39:54:D8,20:0D:35:60:42:75, 20:34:FB:ED:94:5D, 2, Mon Jan 08 05:28:35 GMT+01:00 2024
05:46:15,F4:60:E2:DB:73:29,F4:60:E2:DB:73:29, 04:D1:3A:60:45:AB, 26869696000, Mon Jan 08 05:45:07 GMT+01:00 2024
05:46:15,09:0B:A1:39:54:D8,20:0D:35:60:42:75, 04:D1:3A:60:45:AB, 2, Mon Jan 08 05:28:35 GMT+01:00 2024
05:46:27,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B, 04:D1:3A:60:45:AB, 26869696001, Mon Jan 08 05:46:07 GMT+01:00 2024
05:48:37,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23, F4:CB:52:73:DD:23, 26869696002, Mon Jan 08 05:47:07 GMT+01:00 2024
05:53:37,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB, 20:34:FB:ED:94:5D, 26869696004, Mon Jan 08 05:49:07 GMT+01:00 2024
05:53:37,F4:CB:52:73:DD:23,0C:C6:FD:1E:63:2B, 20:34:FB:ED:94:5D, 26915409882, Mon Jan 08 05:47:35 GMT+01:00 2024
05:53:37,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B, 20:34:FB:ED:94:5D, 26869696003, Mon Jan 08 05:48:07 GMT+01:00 2024
05:53:37,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23, 20:34:FB:ED:94:5D, 26869696002, Mon Jan 08 05:47:07 GMT+01:00 2024
05:55:09,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D, 20:34:FB:ED:94:5D, 26869696006, Mon Jan 08 05:51:07 GMT+01:00 2024
05:55:09,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23, 20:34:FB:ED:94:5D, 26869696007, Mon Jan 08 05:52:07 GMT+01:00 2024
05:55:09,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D, 20:34:FB:ED:94:5D, 26869696008, Mon Jan 08 05:53:07 GMT+01:00 2024
05:55:09,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB, 20:34:FB:ED:94:5D, 26869696005, Mon Jan 08 05:50:07 GMT+01:00 2024
05:55:09,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D, 20:34:FB:ED:94:5D, 26869696009, Mon Jan 08 05:54:07 GMT+01:00 2024
05:55:22,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB, 04:D1:3A:60:45:AB, 26869696004, Mon Jan 08 05:49:07 GMT+01:00 2024
05:55:22,20:34:FB:ED:94:5D,04:D1:3A:60:45:AB, 04:D1:3A:60:45:AB, 3541193704, Mon Jan 08 05:49:07 GMT+01:00 2024
05:55:22,20:34:FB:ED:94:5D,F4:60:E2:DB:73:29, 04:D1:3A:60:45:AB, 3541193707, Mon Jan 08 05:52:07 GMT+01:00 2024
05:55:22,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D, 04:D1:3A:60:45:AB, 26869696006, Mon Jan 08 05:51:07 GMT+01:00 2024
05:55:22,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23, 04:D1:3A:60:45:AB, 26869696007, Mon Jan 08 05:52:07 GMT+01:00 2024
05:55:22,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D, 04:D1:3A:60:45:AB, 26869696008, Mon Jan 08 05:53:07 GMT+01:00 2024
05:55:22,20:34:FB:ED:94:5D,0C:C6:FD:1E:63:2B, 04:D1:3A:60:45:AB, 3541193708, Mon Jan 08 05:53:07 GMT+01:00 2024
05:55:22,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D, 04:D1:3A:60:45:AB, 268696960010, Mon Jan 08 05:55:07 GMT+01:00 2024
05:55:22,20:34:FB:ED:94:5D,0C:C6:FD:1E:63:2B, 04:D1:3A:60:45:AB, 3541193705, Mon Jan 08 05:50:07 GMT+01:00 2024
05:55:22,20:34:FB:ED:94:5D,F4:CB:52:73:DD:23, 04:D1:3A:60:45:AB, 3541193706, Mon Jan 08 05:51:07 GMT+01:00 2024
05:55:22,F4:60:E2:DB:73:29,0C:C6:FD:1E:63:2B, 04:D1:3A:60:45:AB, 26869696003, Mon Jan 08 05:48:07 GMT+01:00 2024
05:55:22,F4:60:E2:DB:73:29,04:D1:3A:60:45:AB, 04:D1:3A:60:45:AB, 26869696005, Mon Jan 08 05:50:07 GMT+01:00 2024
05:55:22,20:34:FB:ED:94:5D,F4:CB:52:73:DD:23, 04:D1:3A:60:45:AB, 3541193709, Mon Jan 08 05:54:07 GMT+01:00 2024
05:55:22,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D, 04:D1:3A:60:45:AB, 26869696009, Mon Jan 08 05:54:07 GMT+01:00 2024
05:57:02,F4:60:E2:DB:73:29,F4:CB:52:73:DD:23, 04:D1:3A:60:45:AB, 268696960011, Mon Jan 08 05:56:07 GMT+01:00 2024
05:57:42,F4:60:E2:DB:73:29,20:34:FB:ED:94:5D, 04:D1:3A:60:45:AB, 268696960012, Mon Jan 08 05:57:07 GMT+01:00 2024
