Timestamp,SourceNode,ContactedNode,ContactLength
Mon Jan 08 06:30:19 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,1024
Mon Jan 08 06:30:20 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,8394
Mon Jan 08 06:30:23 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,2870
Mon Jan 08 06:30:33 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,5209
Mon Jan 08 06:30:33 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,4918
Mon Jan 08 06:30:44 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,3622
Mon Jan 08 06:30:45 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,4
Mon Jan 08 06:30:45 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,6954
Mon Jan 08 06:30:56 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,741
Mon Jan 08 06:30:57 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,6034
Mon Jan 08 06:30:59 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,1719
Mon Jan 08 06:31:05 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,4509
Mon Jan 08 06:31:06 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,317
Mon Jan 08 06:31:08 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,1104
Mon Jan 08 06:31:14 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,6011
Mon Jan 08 06:31:20 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,5267
Mon Jan 08 06:31:22 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,420
Mon Jan 08 06:31:27 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,451
Mon Jan 08 06:31:51 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,23010
Mon Jan 08 06:31:58 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,26242
Mon Jan 08 06:32:01 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,8113
Mon Jan 08 06:32:01 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,1459
Mon Jan 08 06:32:06 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,3
Mon Jan 08 06:32:06 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,1576
Mon Jan 08 06:32:07 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,798
Mon Jan 08 06:32:11 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,5602
Mon Jan 08 06:32:12 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,780
Mon Jan 08 06:32:15 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,1332
Mon Jan 08 06:32:16 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,3518
Mon Jan 08 06:32:22 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,3057
Mon Jan 08 06:32:26 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,3
Mon Jan 08 06:32:26 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,5850
Mon Jan 08 06:32:49 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,22968
Mon Jan 08 06:32:50 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,25610
Mon Jan 08 06:32:51 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,15673
Mon Jan 08 06:32:55 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,4259
Mon Jan 08 06:32:58 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,6647
Mon Jan 08 06:33:01 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,2729
Mon Jan 08 06:33:07 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,2214
Mon Jan 08 06:33:08 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,3
Mon Jan 08 06:33:08 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,4289
Mon Jan 08 06:33:11 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,322
Mon Jan 08 06:33:21 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,1140
Mon Jan 08 06:33:28 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,9748
Mon Jan 08 06:33:28 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,3
Mon Jan 08 06:33:33 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,6
Mon Jan 08 06:33:33 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,11242
Mon Jan 08 06:33:42 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,2030
Mon Jan 08 06:33:45 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,8741
Mon Jan 08 06:33:51 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,5972
Mon Jan 08 06:34:02 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,20840
Mon Jan 08 06:34:03 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,13100
Mon Jan 08 06:34:16 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,22087
Mon Jan 08 06:34:19 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,4
Mon Jan 08 06:34:19 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,15965
Mon Jan 08 06:34:22 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,14787
Mon Jan 08 06:34:22 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,7
Mon Jan 08 06:34:22 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,2066
Mon Jan 08 06:34:27 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,6315
Mon Jan 08 06:34:30 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,8229
Mon Jan 08 06:34:33 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,9309
Mon Jan 08 06:34:38 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,10446
Mon Jan 08 06:34:39 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,5143
Mon Jan 08 06:34:41 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,4178
Mon Jan 08 06:34:46 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,233
Mon Jan 08 06:34:57 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,1493
Mon Jan 08 06:35:00 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,8322
Mon Jan 08 06:35:06 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,4797
Mon Jan 08 06:35:09 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,4782
Mon Jan 08 06:35:09 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B,5637
Mon Jan 08 06:35:12 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,4565
Mon Jan 08 06:35:17 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D,5505
Mon Jan 08 06:35:22 GMT+01:00 2024,04:D1:3A:60:45:AB,F4:CB:52:73:DD:23,4
