Timestamp,SourceNode,ContactedNode
Mon Jan 08 06:30:11 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D
Mon Jan 08 06:30:18 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B
Mon Jan 08 06:30:21 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B
Mon Jan 08 06:30:28 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B
Mon Jan 08 06:30:28 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D
Mon Jan 08 06:30:38 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D
Mon Jan 08 06:30:40 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B
Mon Jan 08 06:30:50 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D
Mon Jan 08 06:30:55 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B
Mon Jan 08 06:30:58 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D
Mon Jan 08 06:31:00 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B
Mon Jan 08 06:31:05 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B
Mon Jan 08 06:31:07 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B
Mon Jan 08 06:31:08 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D
Mon Jan 08 06:31:15 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B
Mon Jan 08 06:31:22 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B
Mon Jan 08 06:31:27 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B
Mon Jan 08 06:31:28 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D
Mon Jan 08 06:31:32 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B
Mon Jan 08 06:31:53 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D
Mon Jan 08 06:31:59 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B
Mon Jan 08 06:32:04 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B
Mon Jan 08 06:32:05 GMT+01:00 2024,04:D1:3A:60:45:AB,20:34:FB:ED:94:5D
Mon Jan 08 06:32:06 GMT+01:00 2024,04:D1:3A:60:45:AB,0C:C6:FD:1E:63:2B
